| PriID           | PriRA       | PriRAdeg           | PriDec      | PriDecdeg           | PripmRA | PripmDEC | PriV  | PriV-J | SecID           | SecRA       | SecRAdeg           | SecDec      | SecDecdeg           | SecpmRA | SecpmDEC | SecV  | SecV-J | Sep   | ra_epoch2000    | dec_epoch2000   | errHalfMaj | errHalfMin | errPosAng | source_id           | ra              | ra_error | dec             | dec_error | parallax | parallax_error | parallax_over_error | pm      | pmra     | pmra_error | pmdec    | pmdec_error | astrometric_n_good_obs_al | astrometric_gof_al | astrometric_chi2_al | astrometric_excess_noise | astrometric_excess_noise_sig | astrometric_params_solved | pseudocolour | pseudocolour_error | visibility_periods_used | ruwe   | duplicated_source | phot_g_mean_flux | phot_g_mean_flux_error | phot_g_mean_mag | phot_bp_mean_flux | phot_bp_mean_flux_error | phot_bp_mean_mag | phot_rp_mean_flux | phot_rp_mean_mag | phot_bp_rp_excess_factor | bp_rp    | dr2_radial_velocity | dr2_radial_velocity_error | dr2_rv_nb_transits | dr2_rv_template_teff | dr2_rv_template_logg | panstarrs1         | sdssdr13            | skymapper2 | urat1     | phot_g_mean_mag_error | phot_bp_mean_mag_error | phot_rp_mean_mag_error | phot_g_mean_mag_corrected | phot_g_mean_mag_error_corrected | phot_g_mean_flux_corrected | phot_bp_rp_excess_factor_corrected | ra_epoch2000_error | dec_epoch2000_error | ra_dec_epoch2000_corr | angDist  |
+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-------+-----------------+-----------------+------------+------------+-----------+---------------------+-----------------+----------+-----------------+-----------+----------+----------------+---------------------+---------+----------+------------+----------+-------------+---------------------------+--------------------+---------------------+--------------------------+------------------------------+---------------------------+--------------+--------------------+-------------------------+--------+-------------------+------------------+------------------------+-----------------+-------------------+-------------------------+------------------+-------------------+------------------+--------------------------+----------+---------------------+---------------------------+--------------------+----------------------+----------------------+--------------------+---------------------+------------+-----------+-----------------------+------------------------+------------------------+---------------------------+---------------------------------+----------------------------+------------------------------------+--------------------+---------------------+-----------------------+----------+
| PMI04072+1526N  | 04:07:16.36 | 61.81816666666666  | +15:26:42.8 | 15.445222222222222  | 0.109   | -0.122   | 10.3  | 1.33   | PMI04072+1526S  | 04:07:15.45 | 61.81437499999999  | +15:26:20.2 | 15.438944444444447  | 0.103   | -0.12    | 17.85 | 3.59   | 26.2  | 61.81816822848  | 15.44521554771  | 3.123E-4   | 2.227E-4   | 76.4      | 45163165962025856   | 61.81866617704  | 0.0148   | 15.44467390148  | 0.0104    | 10.0589  | 0.0162         | 622.0263            | 162.831 | 107.991  | 0.019      | -121.869 | 0.014       | 289                       | -2.9606            | 641.01              | 0.096                    | 12.0                         | 95                        | 1.55         | 0.0035             | 16                      | 0.877  | false             | 1727400.0        | 389.506                | 10.093887       | 902873.0          | 323.954                 | 10.449475        | 1177990.0         | 9.570041         | 1.205                    | 0.879435 | 76.22               | 0.44                      | 4                  | 5500.0               | 3.5                  |                    | 1237673328152674512 |            | 528022731 | 0.002766              | 0.002817               | 0.003787               | 10.093887                 | 0.002766                        | 1727400.0                  | -0.002                             | 0.3081             | 0.2286              | 0.1557                | 0.024632 |
| PMI04099+0942E  | 04:09:54.30 | 62.47625           | +09:42:58.8 | 9.716333333333333   | 0.078   | -0.273   | 14.21 | 1.94   | PMI04099+0942W  | 04:09:54.07 | 62.47529166666668  | +09:42:56.4 | 9.715666666666667   | 0.078   | -0.273   | 17.11 | 3.94   | 4.2   | 62.47624408632  | 9.71636070868   | 3.547E-4   | 2.616E-4   | 60.81     | 3300404435348958976 | 62.47660075387  | 0.0155   | 9.71510625305   | 0.0138    | 4.0674   | 0.0193         | 211.1708            | 293.127 | 79.099   | 0.021      | -282.253 | 0.018       | 236                       | 0.6338             | 244.15              | 0.0                      | 0.0                          | 31                        |              |                    | 16                      | 1.028  | false             | 50699.0          | 9.97399                | 13.924868       | 21915.4           | 25.4355                 | 14.486668        | 41458.4           | 13.203865        | 1.25                     | 1.282803 |                     |                           | 0                  |                      |                      | 119650624764959204 |                     |            | 499019785 | 0.002764              | 0.003062               | 0.003898               | 13.924868                 | 0.002764                        | 50699.0                    | 0.005                              | 0.3349             | 0.2865              | 0.2548                | 0.10076  |
| PMI04254-4601   | 04:25:28.74 | 66.36975           | -46:01:23.9 | -46.02330555555555  | 0.1     | -0.124   | 14.51 | 1.67   | PMI04255-4601   | 04:25:30.84 | 66.37849999999999  | -46:01:22.7 | -46.02297222222222  | 0.1     | -0.124   | 20.24 | 3.83   | 21.9  | 66.36976005738  | -46.02329959973 | 0.0031251  | 0.0022252  | 157.34    | 4789468669159372288 | 66.37030696775  | 0.1284   | -46.02378711977 | 0.1326    | 2.3224   | 0.1445         | 16.0721             | 139.044 | 85.445   | 0.149      | -109.692 | 0.187       | 337                       | 136.3925           | 31194.82            | 1.659                    | 1193.0                       | 31                        |              |                    | 26                      | 9.635  | false             | 36313.9          | 51.963                 | 14.287186       | 17790.8           | 18.0914                 | 14.713051        | 28281.9           | 13.619123        | 1.269                    | 1.093928 |                     |                           | 0                  |                      |                      |                    |                     | 502851629  |           | 0.003163              | 0.003001               | 0.003863               | 14.287186                 | 0.003163                        | 36313.9                    | 0.043                              | 2.3804             | 3.0086              | -0.239                | 0.033042 |
| PMI04325-5657N  | 04:32:32.44 | 68.13516666666668  | -56:57:04.3 | -56.95119444444445  | 0.124   | -0.133   | 12.22 | 1.34   | PMI04325-5657S  | 04:32:31.79 | 68.13245833333333  | -56:57:14.6 | -56.954055555555556 | 0.124   | -0.133   | 16.81 | 3.16   | 11.6  | 68.1351194376   | -56.95118068218 | 2.136E-4   | 1.958E-4   | 166.31    | 4775215356330828544 | 68.13611142579  | 0.0092   | -56.95163741662 | 0.0093    | 5.1531   | 0.0096         | 538.4344            | 159.298 | 121.719  | 0.012      | -102.763 | 0.013       | 323                       | -1.4937            | 527.57              | 0.069                    | 7.048                        | 31                        |              |                    | 25                      | 0.94   | false             | 281894.0         | 53.6088                | 12.062153       | 146719.0          | 92.3197                 | 12.422325        | 194581.0          | 11.525144        | 1.211                    | 0.897182 | 189.63              | 0.97                      | 11                 | 5500.0               | 3.5                  |                    |                     | 500903273  |           | 0.002763              | 0.002873               | 0.003798               | 12.062153                 | 0.002763                        | 281894.0                   | 0.003                              | 0.1968             | 0.2126              | -0.0401               | 0.10513  |
| PMI04327+0820   | 04:32:45.59 | 68.18995833333335  | +08:20:05.5 | 8.334861111111111   | 0.053   | -0.085   | 14.09 | 1.73   | PMI04327+0820-2 | 04:32:46.10 | 68.19208333333334  | +08:20:14.6 | 8.337388888888889   | 0.053   | -0.085   | 19.89 | 3.09   | 11.9  | 68.18998736     | 8.33487611999   | 0.0014355  | 9.674E-4   | 89.88     | 3287240223147660160 | 68.19025115494  | 0.0624   | 8.33448655184   | 0.0265    | 2.127    | 0.075          | 28.3782             | 105.508 | 58.727   | 0.089      | -87.653  | 0.061       | 704                       | 111.2822           | 18665.64            | 0.616                    | 414.3                        | 31                        |              |                    | 19                      | 5.154  | false             | 62051.6          | 13.8348                | 13.705483       | 31260.8           | 18.22                   | 14.101041        | 45284.0           | 13.108034        | 1.234                    | 0.993007 |                     |                           | 0                  |                      |                      | 118000681901362007 | 1237673451091001501 |            | 492021219 | 0.002766              | 0.002861               | 0.003805               | 13.705483                 | 0.002766                        | 62051.6                    | 0.017                              | 1.4355             | 0.9674              | 0.0016                | 0.116659 |
| PMI04332+0013   | 04:33:17.84 | 68.32433333333333  | +00:13:59.8 | 0.23327777777777778 | -0.06   | -0.152   | 11.43 | 1.22   | PMI04333+0014   | 04:33:18.67 | 68.32779166666668  | +00:14:14.0 | 0.2372222222222222  | -0.064  | -0.14    | 16.85 | 3.51   | 18.9  | 68.32433983101  | 0.23322734649   | 5.057E-4   | 3.321E-4   | 102.21    | 3230604069962978176 | 68.32407328775  | 0.0239   | 0.23256571889   | 0.0141    | 6.2873   | 0.0301         | 208.5485            | 160.493 | -59.972  | 0.031      | -148.867 | 0.021       | 317                       | 6.5985             | 1942.93             | 0.177                    | 46.84                        | 31                        |              |                    | 18                      | 1.274  | false             | 581262.0         | 268.594                | 11.276437       | 308882.0          | 144.929                 | 11.614059        | 390989.0          | 10.767486        | 1.204                    | 0.846574 | -19.91              | 0.61                      | 14                 | 5750.0               | 4.5                  |                    | 1237646587167768715 | 76259686   | 452012757 | 0.002801              | 0.002836               | 0.003797               | 11.276437                 | 0.002801                        | 581262.0                   | 0.001                              | 0.4992             | 0.3417              | -0.1763               | 0.183053 |
| PMI04477-3044W  | 04:47:42.65 | 71.92770833333333  | -30:44:03.2 | -30.734222222222225 | 0.157   | -0.142   | 11.59 | 1.31   | PMI04477-3044E  | 04:47:44.22 | 71.93425           | -30:44:02.5 | -30.734027777777783 | 0.143   | -0.143   | 18.8  | 3.75   | 20.3  | 71.92771912849  | -30.73423031272 | 5.227E-4   | 3.868E-4   | 136.4     | 4878015948316929792 | 71.92856152788  | 0.0205   | -30.73488450998 | 0.0225    | 7.0282   | 0.0275         | 255.1078            | 219.562 | 162.917  | 0.029      | -147.192 | 0.029       | 420                       | 22.0054            | 5241.53             | 0.281                    | 140.4                        | 31                        |              |                    | 27                      | 1.853  | false             | 497707.0         | 145.421                | 11.444934       | 261906.0          | 119.413                 | 11.79318         | 339002.0          | 10.922389        | 1.207                    | 0.870791 | 87.39               | 2.56                      | 9                  | 5750.0               | 4.5                  |                    |                     | 19330688   |           | 0.002774              | 0.002834               | 0.003791               | 11.444934                 | 0.002774                        | 497707.0                   | 0.002                              | 0.4565             | 0.4631              | -0.2919               | 0.044319 |
| NLTT14407       | 05:02:20.19 | 75.584125          | -19:32:04.4 | -19.534555555555556 | 0.527   | -0.419   | 11.82 | 2.2    | NLTT14408       | 05:02:20.95 | 75.58729166666667  | -19:32:01.9 | -19.53386111111111  | 0.527   | -0.419   | 14.58 | 2.9    | 11.0  | 75.5841340448   | -19.5345829994  | 0.0098457  | 0.0080375  | 153.55    | 2975937626280979200 | 75.58664021211  | 0.4372   | -19.53647031134 | 0.4513    | 17.9018  | 0.6672         | 26.8294             | 680.232 | 531.417  | 0.531      | -424.631 | 0.594       | 594                       | 596.4945           | 3621909.2           | 7.268                    | 105400.0                     | 31                        |              |                    | 26                      | 44.65  | false             | 581090.0         | 125.742                | 11.276759       | 240456.0          | 154.25                  | 11.885955        | 485582.0          | 10.532239        | 1.249                    | 1.353716 | 85.87               | 1.27                      | 18                 | 5500.0               | 4.5                  | 84550755861287010  |                     | 22954368   |           | 0.002765              | 0.002876               | 0.003793               | 11.276759                 | 0.002765                        | 581090.0                   | -0.004                             | 8.4271             | 9.5144              | -0.1608               | 0.103454 |
| PMI05137+0647W  | 05:13:46.03 | 78.44179166666666  | +06:47:01.0 | 6.783611111111111   | 0.134   | -0.109   | 11.83 | 0.94   | PMI05137+0647E  | 05:13:47.17 | 78.44654166666666  | +06:47:08.6 | 6.7857222222222235  | 0.134   | -0.109   | 19.17 | 4.01   | 18.6  | 78.44181457501  | 6.78358734955   | 3.371E-4   | 2.263E-4   | 104.3     | 3240866052504018304 | 78.44245728133  | 0.0157   | 6.78306831308   | 0.0108    | 4.1614   | 0.016          | 260.8903            | 185.089 | 143.596  | 0.02       | -116.783 | 0.014       | 255                       | -1.1953            | 420.87              | 0.064                    | 5.266                        | 31                        |              |                    | 16                      | 0.946  | false             | 284501.0         | 69.0182                | 12.052157       | 147552.0          | 122.648                 | 12.416181        | 195879.0          | 11.517926        | 1.207                    | 0.898254 | 83.65               | 0.97                      | 6                  | 6000.0               | 3.5                  | 116140784425240327 |                     |            | 484028770 | 0.002768              | 0.002932               | 0.003798               | 12.052157                 | 0.002768                        | 284501.0                   | -0.001                             | 0.3314             | 0.2346              | -0.1921               | 0.118422 |
| PMI05195+0903E  | 05:19:34.77 | 79.89487500000001  | +09:03:46.3 | 9.062861111111111   | 0.079   | -0.234   | 14.56 | 2.15   | PMI05195+0903W  | 05:19:34.09 | 79.89204166666667  | +09:03:36.8 | 9.060222222222222   | 0.079   | -0.234   | 17.98 | 3.1    | 13.9  | 79.89490783075  | 9.06286847364   | 3.939E-4   | 1.779E-4   | 114.2     | 3338378955632087936 | 79.89527676261  | 0.0161   | 9.06185200781   | 0.0112    | 3.3726   | 0.0196         | 172.2737            | 242.952 | 81.973   | 0.023      | -228.705 | 0.014       | 468                       | -1.1131            | 432.4               | 0.0                      | 3.736E-15                    | 31                        |              |                    | 18                      | 0.963  | false             | 49462.3          | 6.85432                | 13.951681       | 22840.7           | 19.8609                 | 14.441771        | 38339.3           | 13.288784        | 1.237                    | 1.152987 |                     |                           | 0                  |                      |                      | 118870798952474790 |                     |            | 496032242 | 0.002759              | 0.002946               | 0.003829               | 13.951681                 | 0.002759                        | 49462.3                    | 0.005                              | 0.3666             | 0.2289              | -0.5504               | 0.119687 |
| PMI05484-3617Nn | 05:48:28.64 | 87.11933333333333  | -36:17:06.7 | -36.28519444444444  | 0.09    | -0.156   | 14.77 | 1.78   | PMI05484-3617S  | 05:48:29.65 | 87.12354166666667  | -36:17:19.5 | -36.28875           | 0.09    | -0.156   | 18.47 | 2.98   | 17.6  | 87.11937727746  | -36.28518424159 | 2.847E-4   | 2.443E-4   | 176.44    | 2887339735227969920 | 87.11987287175  | 0.0113   | -36.28584140389 | 0.0138    | 2.8265   | 0.0142         | 198.6982            | 173.038 | 89.885   | 0.015      | -147.861 | 0.018       | 414                       | -0.2635            | 407.18              | 0.0                      | 0.0                          | 31                        |              |                    | 29                      | 0.99   | false             | 32874.8          | 6.1485                 | 14.395208       | 15523.9           | 14.4419                 | 14.861039        | 24781.0           | 13.762598        | 1.226                    | 1.098441 |                     |                           | 0                  |                      |                      |                    |                     | 19887657   |           | 0.002763              | 0.002967               | 0.003871               | 14.395208                 | 0.002763                        | 32874.8                    | -0.0                               | 0.2445             | 0.2845              | -0.019                | 0.132706 |
| PMI06032+1921N  | 06:03:14.87 | 90.81195833333334  | +19:21:38.6 | 19.360722222222222  | 0.667   | -0.623   | 9.32  | 1.32   | PMI06032+1921S  | 06:03:14.51 | 90.81045833333333  | +19:21:34.0 | 19.359444444444446  | 0.659   | -0.609   | 13.51 | 2.92   | 6.9   | 90.81193172673  | 19.36074894972  | 0.0017437  | 0.0010145  | 119.76    | 3374633977170787072 | 90.81508007686  | 0.0724   | 19.35798473667  | 0.0634    | 14.4544  | 0.0871         | 165.9451            | 912.95  | 668.32   | 0.1        | -621.954 | 0.075       | 209                       | 52.4088            | 8397.63             | 0.589                    | 372.2                        | 31                        |              |                    | 16                      | 4.507  | false             | 4139860.0        | 782.574                | 9.144904        | 2223730.0         | 1333.03                 | 9.47084          | 2798620.0         | 8.630536         | 1.213                    | 0.840303 |                     |                           | 0                  |                      |                      |                    |                     |            | 547074947 | 0.002763              | 0.002865               | 0.003808               | 9.144904                  | 0.002763                        | 4139860.0                  | 0.01                               | 1.5953             | 1.2348              | -0.44                 | 0.132001 |
| PMI06050+0723S  | 06:05:03.52 | 91.26466666666667  | +07:23:30.5 | 7.391805555555557   | -0.199  | -0.098   | 14.94 | 2.17   | PMI06050+0723N  | 06:05:03.39 | 91.26412499999999  | +07:23:39.1 | 7.394194444444445   | -0.199  | -0.098   | 16.83 | 2.99   | 8.8   | 91.26468506399  | 7.39181353393   | 4.531E-4   | 3.223E-4   | 107.92    | 3322408102564150656 | 91.26384597518  | 0.023    | 7.39137521164   | 0.02      | 6.1636   | 0.0259         | 237.8899            | 211.613 | -187.226 | 0.028      | -98.623  | 0.021       | 225                       | 0.3051             | 224.57              | 0.0                      | 0.0                          | 31                        |              |                    | 16                      | 1.013  | false             | 22813.3          | 7.26196                | 14.791899       | 7470.54           | 14.3241                 | 15.655162        | 22195.8           | 13.882218        | 1.3                      | 1.772944 |                     |                           | 0                  |                      |                      | 116870912641690282 |                     |            | 487049185 | 0.002777              | 0.003481               | 0.003923               | 14.791899                 | 0.002777                        | 22813.3                    | -0.004                             | 0.4424             | 0.3369              | -0.1994               | 0.071686 |
| PMI06394-3030E  | 06:39:24.52 | 99.85216666666666  | -30:30:50.9 | -30.51413888888889  | 0.04    | 0.183    | 14.73 | 2.16   | PMI06394-3030W  | 06:39:24.03 | 99.85012499999999  | -30:30:55.3 | -30.515361111111112 | 0.04    | 0.183    | 16.17 | 2.48   | 7.0   | 99.85219959025  | -30.51413700722 | 0.0021365  | 0.0020271  | 171.34    | 2894234905787931008 | 99.85246696526  | 0.0961   | -30.5134583269  | 0.1134    | 6.9838   | 0.1327         | 52.6097             | 161.259 | 51.828   | 0.127      | 152.703  | 0.133       | 451                       | 154.8165           | 39006.09            | 1.481                    | 805.5                        | 31                        |              |                    | 30                      | 9.404  | false             | 23418.9          | 14.7279                | 14.763453       | 8386.15           | 15.7373                 | 15.529635        | 25553.1           | 13.729286        | 1.449                    | 1.800349 |                     |                           | 0                  |                      |                      | 71380998523213810  |                     | 32880686   |           | 0.002839              | 0.003455               | 0.0039                 | 14.763453                 | 0.002839                        | 23418.9                    | 0.141                              | 2.0296             | 2.1341              | -0.0157               | 0.102334 |
| PMI06436+0851   | 06:43:36.55 | 100.90229166666667 | +08:51:44.4 | 8.862333333333334   | 0.069   | -0.055   | 13.79 | 2.09   | PMI06436+0851-2 | 06:43:35.88 | 100.89949999999999 | +08:51:40.8 | 8.861333333333333   | 0.084   | -0.065   | 18.67 | 3.54   | 10.5  | 100.90231410847 | 8.86233665947   | 0.0029266  | 0.0016599  | 136.27    | 3134441676354544256 | 100.90262855164 | 0.1003   | 8.86203901231   | 0.0988    | 5.4675   | 0.1216         | 44.976              | 96.808  | 69.905   | 0.148      | -66.971  | 0.151       | 212                       | 83.2807            | 10337.6             | 0.925                    | 493.9                        | 31                        |              |                    | 15                      | 7.197  | false             | 67192.9          | 15.5682                | 13.619058       | 24910.9           | 29.911                  | 14.347569        | 60804.1           | 12.788063        | 1.276                    | 1.559506 |                     |                           | 0                  |                      |                      | 118631009025165027 |                     |            | 495091619 | 0.002767              | 0.00308                | 0.003896               | 13.619058                 | 0.002767                        | 67192.9                    | -0.002                             | 2.3518             | 2.4061              | -0.5128               | 0.080719 |
| PMI08152-6337   | 08:15:17.60 | 123.82333333333334 | -63:37:18.4 | -63.62177777777778  | -0.152  | 0.24     | 12.22 | 2.26   | PMI08153-6337   | 08:15:18.03 | 123.825125         | -63:37:04.5 | -63.617916666666666 | -0.152  | 0.24     | 16.74 | 3.5    | 14.2  | 123.8233876545  | -63.62177965949 | 2.591E-4   | 2.245E-4   | 84.43     | 5277263841729006976 | 123.82218045818 | 0.0119   | -63.62066261623 | 0.0112    | 11.9642  | 0.0119         | 1004.6498           | 278.805 | -120.678 | 0.016      | 251.335  | 0.014       | 258                       | -0.4895            | 531.22              | 0.072                    | 6.505                        | 31                        |              |                    | 21                      | 0.977  | false             | 409263.0         | 53.4671                | 11.65736        | 163495.0          | 81.6208                 | 12.304779        | 350818.0          | 10.885192        | 1.257                    | 1.419587 | 27.11               | 0.68                      | 17                 | 5500.0               | 4.5                  |                    |                     | 459518678  |           | 0.002759              | 0.002842               | 0.003788               | 11.65736                  | 0.002759                        | 409263.0                   | -0.004                             | 0.2587             | 0.2249              | 0.0277                | 0.087148 |
| PMI08239-7549W  | 08:23:54.94 | 125.97891666666666 | -75:49:34.3 | -75.82619444444444  | -0.045  | 0.202    | 11.06 | 1.53   | PMI08239-7549E  | 08:23:58.54 | 125.99391666666666 | -75:49:32.4 | -75.82566666666666  | -0.03   | 0.216    | 16.53 | 3.3    | 13.3  | 125.97899793792 | -75.82622647149 | 2.136E-4   | 1.729E-4   | 60.26     | 5210633918120489728 | 125.97815328161 | 0.0096   | -75.82534861135 | 0.0095    | 9.9912   | 0.0098         | 1017.4545           | 202.926 | -46.536  | 0.013      | 197.518  | 0.011       | 316                       | -2.6736            | 503.2               | 0.058                    | 4.304                        | 31                        |              |                    | 25                      | 0.894  | false             | 908246.0         | 112.04                 | 10.791859       | 442398.0          | 218.255                 | 11.224009        | 662208.0          | 10.19541         | 1.216                    | 1.028599 | 13.12               | 0.22                      | 9                  | 5250.0               | 4.5                  |                    |                     | 461691947  |           | 0.002759              | 0.002841               | 0.003793               | 10.791859                 | 0.002759                        | 908246.0                   | -0.003                             | 0.2043             | 0.1837              | 0.1806                | 0.135742 |
| PMI08386-3856   | 08:38:36.72 | 129.65300000000002 | -38:56:55.7 | -38.94880555555556  | 0.101   | -0.126   | 12.65 | 1.92   | PMI08386-3857   | 08:38:37.73 | 129.65720833333336 | -38:57:14.4 | -38.954             | 0.101   | -0.126   | 17.42 | 3.57   | 22.0  | 129.65296641746 | -38.9488325245  | 1.649E-4   | 1.478E-4   | 16.79     | 5529087768678574208 | 129.65333821312 | 0.0075   | -38.94928942487 | 0.009     | 6.7496   | 0.0109         | 617.2148            | 121.659 | 65.058   | 0.009      | -102.802 | 0.01        | 367                       | -0.6525            | 570.55              | 0.047                    | 3.196                        | 31                        |              |                    | 24                      | 0.975  | false             | 255238.0         | 40.4968                | 12.170004       | 117967.0          | 50.1183                 | 12.659138        | 195169.0          | 11.521867        | 1.227                    | 1.137271 | 20.25               | 0.92                      | 7                  | 5500.0               | 4.5                  |                    |                     | 438099405  |           | 0.002761              | 0.002828               | 0.003793               | 12.170004                 | 0.002761                        | 255238.0                   | -0.003                             | 0.1493             | 0.1636              | 0.0607                | 0.135153 |
| PMI09502+0509E  | 09:50:13.89 | 147.55787500000002 | +05:09:02.4 | 5.150666666666668   | 0.21    | -0.22    | 11.8  | 1.61   | PMI09502+0509W  | 09:50:12.89 | 147.55370833333333 | +05:09:08.2 | 5.152277777777778   | 0.217   | -0.216   | 18.66 | 4.09   | 16.0  | 147.5579683433  | 5.15061629108   | 5.924E-4   | 3.673E-4   | 119.69    | 3849898909065827968 | 147.55893456487 | 0.0282   | 5.14964042424   | 0.0263    | 8.6604   | 0.031          | 279.0557            | 308.372 | 216.523  | 0.033      | -219.571 | 0.026       | 267                       | 5.232              | 1345.45             | 0.183                    | 46.26                        | 31                        |              |                    | 13                      | 1.236  | false             | 478457.0         | 125.657                | 11.48776        | 233283.0          | 116.556                 | 11.918837        | 351204.0          | 10.883998        | 1.222                    | 1.034839 | -26.23              | 1.0                       | 7                  | 5000.0               | 4.5                  |                    | 1237658298455490700 |            | 476135250 | 0.00277               | 0.002842               | 0.003796               | 11.48776                  | 0.00277                         | 478457.0                   | 0.002                              | 0.5458             | 0.4335              | -0.3928               | 0.380656 |
| PMI10105+1203W  | 10:10:34.78 | 152.64491666666666 | +12:03:17.6 | 12.05488888888889   | -0.185  | -0.078   | 12.53 | 1.55   | PMI10105+1203E  | 10:10:35.17 | 152.64654166666665 | +12:03:22.9 | 12.05636111111111   | -0.185  | -0.078   | 18.23 | 3.86   | 7.8   | 152.64496945805 | 12.05487789374  | 6.118E-4   | 3.33E-4    | 127.1     | 3880754606955568640 | 152.6440727256  | 0.0261   | 12.0544628557   | 0.0252    | 4.9194   | 0.0306         | 160.917             | 218.297 | -197.315 | 0.032      | -93.383  | 0.027       | 332                       | 22.6297            | 2024.18             | 0.202                    | 61.94                        | 31                        |              |                    | 15                      | 2.003  | false             | 220093.0         | 58.5675                | 12.330853       | 107372.0          | 62.9275                 | 12.761311        | 161717.0          | 11.726008        | 1.223                    | 1.035302 | 51.35               | 3.46                      | 3                  | 5500.0               | 4.5                  | 122461526443566120 | 1237661068712542236 |            | 511159672 | 0.00277               | 0.002862               | 0.003798               | 12.330853                 | 0.00277                         | 220093.0                   | 0.002                              | 0.5277             | 0.4547              | -0.5281               | 0.190026 |
| PMI10520+1521N  | 10:52:02.16 | 163.00900000000001 | +15:21:18.6 | 15.355166666666669  | 0.134   | -0.15    | 16.23 | 2.37   | PMI10520+1521S  | 10:52:01.65 | 163.006875         | +15:21:09.5 | 15.352638888888889  | 0.134   | -0.15    | 18.46 | 3.34   | 11.7  | 163.00895785365 | 15.35518942486  | 0.0012774  | 7.01E-4    | 83.07     | 3981307694094662016 | 163.00954030918 | 0.0515   | 15.35450534627  | 0.0315    | 2.5984   | 0.042          | 61.813              | 199.151 | 126.374  | 0.078      | -153.918 | 0.044       | 156                       | -1.471             | 130.89              | 0.0                      | 8.177E-16                    | 31                        |              |                    | 12                      | 0.914  | false             | 10766.9          | 5.10851                | 15.607142       | 4244.43           | 14.3299                 | 16.268993        | 9335.79           | 14.822517        | 1.261                    | 1.446476 |                     |                           | 0                  |                      |                      | 126421630095365983 | 1237668584356577384 |            | 527168555 | 0.002803              | 0.004607               | 0.004002               | 15.607142                 | 0.002803                        | 10766.9                    | -0.003                             | 1.2709             | 0.7127              | 0.1507                | 0.167688 |
| PMI11110-4414   | 11:11:04.09 | 167.76704166666664 | -44:14:15.9 | -44.23775           | -0.134  | -0.32    | 12.97 | 1.56   | PMI11109-4416   | 11:10:57.83 | 167.7409583333333  | -44:16:31.1 | -44.275305555555555 | -0.152  | -0.306   | 16.24 | 2.83   | 151.0 | 167.7670696555  | -44.23775407158 | 1.573E-4   | 1.207E-4   | 33.5      | 5388612346343578112 | 167.76616532583 | 0.0071   | -44.2391313949  | 0.0075    | 5.4254   | 0.0114         | 475.6471            | 342.472 | -145.779 | 0.008      | -309.896 | 0.009       | 601                       | -3.0788            | 735.58              | 0.026                    | 1.207                        | 31                        |              |                    | 22                      | 0.912  | false             | 165887.0         | 22.9834                | 12.637835       | 83256.3           | 35.669                  | 13.037499        | 118153.0          | 12.06678         | 1.214                    | 0.970719 | 20.41               | 1.37                      | 21                 | 5000.0               | 3.0                  |                    |                     |            |           | 0.002759              | 0.002829               | 0.003791               | 12.637835                 | 0.002759                        | 165887.0                   | -0.0                               | 0.1329             | 0.1471              | 0.2397                | 0.073663 |
| PMI11125-3512   | 11:12:30.07 | 168.12529166666667 | -35:12:35.0 | -35.209722222222226 | -0.115  | -0.113   | 15.31 | 2.2    | PMI11124-3512   | 11:12:28.92 | 168.1205           | -35:12:36.0 | -35.21000000000001  | -0.115  | -0.113   | 18.52 | 3.3    | 14.1  | 168.12530171461 | -35.20965241857 | 6.875E-4   | 5.95E-4    | 92.92     | 5400653854094824448 | 168.12494670593 | 0.0233   | -35.20979128014 | 0.0267    | 2.2808   | 0.0425         | 53.7083             | 72.357  | -65.263  | 0.043      | -31.244  | 0.037       | 463                       | 24.9689            | 1741.7              | 0.292                    | 31.09                        | 31                        |              |                    | 21                      | 1.929  | false             | 23188.4          | 3.8526                 | 14.774189       | 9821.2            | 13.3415                 | 15.35813         | 19094.8           | 14.045608        | 1.247                    | 1.312523 |                     |                           | 0                  |                      |                      |                    |                     | 86491520   |           | 0.002761              | 0.003156               | 0.003827               | 14.774189                 | 0.002761                        | 23188.4                    | -0.002                             | 0.6872             | 0.5952              | -0.0148               | 0.253025 |
