| PriID           | PriRA       | PriRAdeg           | PriDec      | PriDecdeg           | PripmRA | PripmDEC | PriV  | PriV-J | SecID           | SecRA       | SecRAdeg           | SecDec      | SecDecdeg           | SecpmRA | SecpmDEC | SecV  | SecV-J | Sep   | ra_epoch2000    | dec_epoch2000   | errHalfMaj | errHalfMin | errPosAng | source_id           | ra              | ra_error | dec             | dec_error | parallax | parallax_error | parallax_over_error | pm      | pmra     | pmra_error | pmdec    | pmdec_error | astrometric_n_good_obs_al | astrometric_gof_al | astrometric_chi2_al | astrometric_excess_noise | astrometric_excess_noise_sig | astrometric_params_solved | pseudocolour | pseudocolour_error | visibility_periods_used | ruwe   | duplicated_source | phot_g_mean_flux | phot_g_mean_flux_error | phot_g_mean_mag | phot_bp_mean_flux | phot_bp_mean_flux_error | phot_bp_mean_mag | phot_rp_mean_flux | phot_rp_mean_mag | phot_bp_rp_excess_factor | bp_rp    | dr2_radial_velocity | dr2_radial_velocity_error | dr2_rv_nb_transits | dr2_rv_template_teff | dr2_rv_template_logg | panstarrs1         | sdssdr13            | skymapper2 | urat1     | phot_g_mean_mag_error | phot_bp_mean_mag_error | phot_rp_mean_mag_error | phot_g_mean_mag_corrected | phot_g_mean_mag_error_corrected | phot_g_mean_flux_corrected | phot_bp_rp_excess_factor_corrected | ra_epoch2000_error | dec_epoch2000_error | ra_dec_epoch2000_corr | angDist  |
+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-------+-----------------+-----------------+------------+------------+-----------+---------------------+-----------------+----------+-----------------+-----------+----------+----------------+---------------------+---------+----------+------------+----------+-------------+---------------------------+--------------------+---------------------+--------------------------+------------------------------+---------------------------+--------------+--------------------+-------------------------+--------+-------------------+------------------+------------------------+-----------------+-------------------+-------------------------+------------------+-------------------+------------------+--------------------------+----------+---------------------+---------------------------+--------------------+----------------------+----------------------+--------------------+---------------------+------------+-----------+-----------------------+------------------------+------------------------+---------------------------+---------------------------------+----------------------------+------------------------------------+--------------------+---------------------+-----------------------+----------+
| NLTT27188       | 11:22:26.44 | 170.61016666666666 | -27:13:35.2 | -27.226444444444443 | -0.32   | 0.063    | 13.32 | 1.93   | NLTT27182       | 11:22:23.60 | 170.59833333333336 | -27:13:45.0 | -27.229166666666668 | -0.302  | 0.066    | 14.94 | 2.42   | 39.1  | 170.61025661582 | -27.22658882533 | 2.155E-4   | 1.753E-4   | 119.07    | 3531611252266342400 | 170.60868071837 | 0.0099   | -27.22634582542 | 0.0098    | 3.5846   | 0.0151         | 238.0685            | 319.995 | -315.289 | 0.013      | 54.677   | 0.012       | 433                       | 3.7781             | 863.47              | 0.086                    | 11.1                         | 31                        |              |                    | 20                      | 1.131  | false             | 207554.0         | 70.5008                | 12.394537       | 113834.0          | 120.311                 | 12.697859        | 135109.0          | 11.921182        | 1.199                    | 0.776677 | 108.46              | 6.08                      | 11                 | 6000.0               | 3.5                  | 75321706085978711  |                     | 87355599   |           | 0.00278               | 0.003017               | 0.003861               | 12.394537                 | 0.00278                         | 207554.0                   | 0.002                              | 0.2067             | 0.1856              | -0.1739               | 0.594198 |
| PMI11263+2047Ee | 11:26:21.55 | 171.58979166666668 | +20:47:22.7 | 20.789638888888888  | 0.118   | -0.193   | 13.34 | 2.18   | PMI11263+2047Ew | 11:26:20.37 | 171.584875         | +20:47:15.0 | 20.7875             | 0.118   | -0.193   | 17.37 | 3.61   | 18.2  | 171.58983234629 | 20.78963370048  | 3.402E-4   | 2.692E-4   | 126.27    | 3978789778107020544 | 171.59032704248 | 0.016    | 20.78873588237  | 0.0144    | 8.2077   | 0.0197         | 416.5791            | 227.236 | 104.059  | 0.02       | -202.009 | 0.019       | 213                       | 3.2404             | 454.55              | 0.098                    | 8.277                        | 31                        |              |                    | 14                      | 1.161  | false             | 120062.0         | 36.9651                | 12.988853       | 45921.7           | 39.5127                 | 13.683497        | 106605.0          | 12.178455        | 1.27                     | 1.505042 |                     |                           | 0                  |                      |                      |                    | 1237667781218664494 |            | 554168579 | 0.002776              | 0.002942               | 0.003893               | 12.988853                 | 0.002776                        | 120062.0                   | -0.0                               | 0.3172             | 0.296               | -0.22                 | 0.13818  |
| PMI11330+1318N  | 11:33:02.86 | 173.26191666666665 | +13:18:33.2 | 13.309222222222223  | -0.237  | -0.01    | 9.41  | 1.13   | PMI11330+1318S  | 11:33:03.95 | 173.26645833333333 | +13:18:17.1 | 13.30475            | -0.227  | 0.008    | 15.98 | 3.19   | 22.7  | 173.26189046737 | 13.30922075101  | 2.975E-4   | 2.228E-4   | 104.71    | 3917948130385645440 | 173.26079155791 | 0.015    | 13.30917284983  | 0.0122    | 10.8233  | 0.0167         | 647.9474            | 240.854 | -240.612 | 0.018      | -10.778  | 0.014       | 223                       | -0.1084            | 426.41              | 0.089                    | 8.241                        | 31                        |              |                    | 16                      | 0.993  | false             | 3547410.0        | 539.805                | 9.312588        | 1914620.0         | 752.75                  | 9.633337         | 2346930.0         | 8.821645         | 1.201                    | 0.811692 | 35.45               | 0.82                      | 2                  | 5750.0               | 4.5                  |                    | 1237661951323340809 |            | 517164606 | 0.00276               | 0.002823               | 0.003792               | 9.312588                  | 0.00276                         | 3547410.0                  | 0.001                              | 0.2933             | 0.2284              | -0.1425               | 0.091937 |
| PMI11392-4118N  | 11:39:12.23 | 174.80095833333337 | -41:18:15.1 | -41.30419444444444  | -0.206  | 0.22     | 12.78 | 2.43   | PMI11392-4118S  | 11:39:12.30 | 174.80125          | -41:18:26.2 | -41.307277777777784 | -0.206  | 0.22     | 14.81 | 3.03   | 11.1  | 174.80095796749 | -41.30423481051 | 1.688E-4   | 1.508E-4   | 137.11    | 5384089264745076992 | 174.79980637481 | 0.0092   | -41.30361110624 | 0.0077    | 13.934   | 0.0136         | 1027.5052           | 239.961 | -194.647 | 0.01       | 140.335  | 0.01        | 728                       | 7.5568             | 1437.07             | 0.085                    | 13.51                        | 31                        |              |                    | 24                      | 1.205  | false             | 185055.0         | 34.4816                | 12.519113       | 56443.0           | 36.0151                 | 13.459517        | 188690.0          | 11.558523        | 1.325                    | 1.900993 | -10.14              | 2.13                      | 7                  | 4000.0               | 3.0                  |                    |                     | 84440430   |           | 0.002763              | 0.002875               | 0.003797               | 12.519113                 | 0.002763                        | 185055.0                   | 0.003                              | 0.1594             | 0.1607              | -0.1121               | 0.145321 |
| PMI11584-4155E  | 11:58:27.99 | 179.616625         | -41:55:19.3 | -41.92202777777778  | -0.769  | -0.266   | 9.0   | 1.67   | PMI11584-4155W  | 11:58:26.46 | 179.61025          | -41:55:03.4 | -41.917611111111114 | -0.766  | -0.274   | 15.06 | 3.28   | 23.3  | 179.61671722181 | -41.92201005993 | 2.006E-4   | 1.841E-4   | 63.67     | 5380306876026603648 | 179.61211650286 | 0.0111   | -41.92319431233 | 0.0098    | 30.6058  | 0.0163         | 1873.1096           | 814.933 | -770.155 | 0.012      | -266.415 | 0.012       | 466                       | 0.5012             | 979.1               | 0.091                    | 11.8                         | 31                        |              |                    | 21                      | 1.016  | false             | 6402020.0        | 856.213                | 8.671574        | 3127050.0         | 625.518                 | 9.100704         | 4704050.0         | 8.066715         | 1.223                    | 1.033989 | 160.16              | 0.19                      | 7                  | 5500.0               | 4.5                  |                    |                     | 84511782   |           | 0.002759              | 0.002799               | 0.003787               | 8.671574                  | 0.002759                        | 6402020.0                  | 0.003                              | 0.1975             | 0.1875              | 0.0683                | 0.255127 |
| PMI12170+0742E  | 12:17:05.76 | 184.274            | +07:42:30.3 | 7.7084166666666665  | 0.034   | -0.158   | 15.25 | 1.7    | PMI12170+0742W  | 12:17:04.98 | 184.27075          | +07:42:31.1 | 7.7086388888888875  | 0.034   | -0.158   | 18.4  | 2.98   | 11.6  | 184.27396121848 | 7.70839040178   | 4.973E-4   | 3.49E-4    | 99.14     | 3901699135233746176 | 184.27411005067 | 0.0246   | 7.70767740942   | 0.018     | 2.026    | 0.0288         | 70.2269             | 163.82  | 33.185   | 0.031      | -160.423 | 0.022       | 237                       | -0.0522            | 237.99              | 0.0                      | 0.0                          | 31                        |              |                    | 16                      | 0.996  | false             | 21511.4          | 5.75535                | 14.855695       | 10574.0           | 16.7963                 | 15.277946        | 15638.8           | 14.262388        | 1.219                    | 1.015557 |                     |                           | 0                  |                      |                      | 117251842740770061 |                     |            | 489161136 | 0.002771              | 0.00328                | 0.003992               | 14.855695                 | 0.002771                        | 21511.4                    | 0.0                                | 0.4941             | 0.3535              | -0.1126               | 0.167576 |
| PMI12237+0625   | 12:23:43.48 | 185.93116666666666 | +06:25:10.3 | 6.419527777777778   | -0.173  | -0.021   | 14.06 | 2.2    | PMI12237+0624   | 12:23:44.04 | 185.9335           | +06:24:48.4 | 6.413444444444444   | -0.173  | -0.021   | 18.52 | 3.89   | 23.4  | 185.93113324276 | 6.41952942013   | 3.471E-4   | 2.325E-4   | 122.28    | 3900579729317325312 | 185.93035871661 | 0.0157   | 6.41939391514   | 0.0126    | 5.034    | 0.0187         | 269.5639            | 175.839 | -173.176 | 0.02       | -30.489  | 0.017       | 263                       | 1.498              | 292.96              | 0.033                    | 0.7276                       | 31                        |              |                    | 14                      | 1.065  | false             | 77039.5          | 13.1373                | 13.470584       | 32936.8           | 33.4102                 | 14.044337        | 63320.5           | 12.744035        | 1.249                    | 1.300303 |                     |                           | 0                  |                      |                      | 115701859307603813 | 1237661970112249867 |            | 483157349 | 0.002762              | 0.003                  | 0.003853               | 13.470584                 | 0.002762                        | 77039.5                    | 0.002                              | 0.3187             | 0.2702              | -0.3484               | 0.119718 |
| PMI12277+1334   | 12:27:43.78 | 186.93241666666668 | +13:34:16.2 | 13.571166666666667  | 0.082   | -0.248   | 16.12 | 2.34   | PMI12277+1336   | 12:27:46.62 | 186.94424999999998 | +13:36:37.0 | 13.610277777777778  | 0.077   | -0.269   | 18.29 | 2.8    | 146.7 | 186.93239375179 | 13.57118894454  | 7.637E-4   | 5.044E-4   | 96.56     | 3932789888093198720 | 186.93272804191 | 0.0328   | 13.57000519013  | 0.0254    | 2.6027   | 0.0391         | 66.4866             | 276.198 | 73.115   | 0.048      | -266.345 | 0.032       | 241                       | 0.7866             | 262.03              | 0.067                    | 0.6091                       | 31                        |              |                    | 16                      | 1.035  | false             | 11641.7          | 4.74081                | 15.522322       | 4631.39           | 10.127                  | 16.174263        | 10137.1           | 14.733106        | 1.269                    | 1.441157 |                     |                           | 0                  |                      |                      | 124281869327374706 | 1237661951329108016 |            | 518169139 | 0.002791              | 0.003663               | 0.00413                | 15.522322                 | 0.002791                        | 11641.7                    | 0.005                              | 0.7609             | 0.5087              | -0.0964               | 0.113413 |
| PMI12283+1222S  | 12:28:18.28 | 187.07616666666667 | +12:22:36.4 | 12.376777777777777  | -0.184  | -0.127   | 12.67 | 1.27   | PMI12283+1222N  | 12:28:18.75 | 187.078125         | +12:22:50.7 | 12.38075            | -0.16   | -0.112   | 19.23 | 3.21   | 15.8  | 187.07623450152 | 12.37680010078  | 5.287E-4   | 3.496E-4   | 96.71     | 3907884777197557760 | 187.07539040683 | 0.0211   | 12.3762704718   | 0.0168    | 3.054    | 0.0244         | 125.3797            | 220.485 | -185.507 | 0.033      | -119.166 | 0.022       | 245                       | 11.4715            | 953.41              | 0.166                    | 29.04                        | 31                        |              |                    | 15                      | 1.565  | false             | 210894.0         | 56.9961                | 12.377208       | 119628.0          | 81.0514                 | 12.643959        | 133371.0          | 11.935238        | 1.2                      | 0.708721 | 59.65               | 1.57                      | 11                 | 5500.0               | 3.5                  | 122851870756402247 | 1237658629695340600 |            | 512166844 | 0.002771              | 0.002886               | 0.003808               | 12.377208                 | 0.002771                        | 210894.0                   | 0.007                              | 0.5266             | 0.3527              | -0.0983               | 0.251704 |
| PMI12440+0625E  | 12:44:02.57 | 191.01070833333333 | +06:25:46.9 | 6.429694444444444   | 0.065   | -0.135   | 13.16 | 1.27   | PMI12440+0625We | 12:44:00.58 | 191.00241666666668 | +06:25:48.3 | 6.430083333333333   | 0.065   | -0.135   | 19.68 | 3.55   | 29.7  | 191.01081466948 | 6.42966445195   | 3.684E-4   | 2.291E-4   | 111.86    | 3709209936661741184 | 191.01105856744 | 0.0137   | 6.42902701864   | 0.0073    | 2.0741   | 0.017          | 122.2483            | 153.44  | 54.532   | 0.022      | -143.423 | 0.016       | 455                       | -1.3949            | 663.94              | 0.051                    | 3.337                        | 31                        |              |                    | 16                      | 0.953  | false             | 141413.0         | 35.3982                | 12.811144       | 80728.0           | 46.8607                 | 13.070981        | 87624.7           | 12.391329        | 1.191                    | 0.679652 |                     |                           | 0                  |                      |                      | 115711910109325210 | 1237671764789362719 |            | 483158992 | 0.002769              | 0.00286                | 0.003797               | 12.811144                 | 0.002769                        | 141413.0                   | -0.0                               | 0.3524             | 0.253               | -0.3226               | 0.395429 |
| PMI12508+0757   | 12:50:48.80 | 192.70333333333335 | +07:57:56.7 | 7.965750000000001   | 0.047   | -0.163   | 10.84 | 1.27   | PMI12507+0758   | 12:50:47.08 | 192.69616666666664 | +07:58:08.0 | 7.96888888888889    | 0.027   | -0.151   | 18.14 | 3.89   | 28.0  | 192.70334452256 | 7.96574520587   | 9.848E-4   | 5.489E-4   | 112.57    | 3709808826901550976 | 192.70355583748 | 0.0231   | 7.96501598291   | 0.0126    | 6.0608   | 0.0266         | 227.4441            | 170.698 | 47.087   | 0.058      | -164.075 | 0.039       | 246                       | -1.1997            | 464.13              | 0.097                    | 10.15                        | 31                        |              |                    | 13                      | 0.944  | true              | 1113320.0        | 179.052                | 10.570815       | 608827.0          | 287.497                 | 10.877307        | 730035.0          | 10.089537        | 1.203                    | 0.78777  | 32.54               | 0.4                       | 14                 | 5500.0               | 3.5                  |                    | 1237661972262617213 |            | 490166063 | 0.002761              | 0.002837               | 0.003806               | 10.570815                 | 0.002761                        | 1113320.0                  | 0.004                              | 0.9335             | 0.6323              | -0.4015               | 0.043466 |
| PMI13116+1106   | 13:11:41.81 | 197.92420833333335 | +11:06:24.8 | 11.10688888888889   | -0.102  | -0.122   | 12.89 | 1.06   | PMI13116+1105   | 13:11:32.30 | 197.88458333333335 | +11:05:40.7 | 11.09463888888889   | -0.106  | -0.114   | 17.83 | 2.8    | 146.8 | 197.92424586214 | 11.10691307748  | 4.123E-4   | 2.836E-4   | 136.3     | 3735993902475205760 | 197.92367555096 | 0.0134   | 11.10623117516  | 0.0097    | 2.7728   | 0.0163         | 170.334             | 198.482 | -125.917 | 0.022      | -153.428 | 0.023       | 502                       | -1.7712            | 713.13              | 0.058                    | 4.172                        | 31                        |              |                    | 16                      | 0.944  | true              | 140748.0         | 30.7399                | 12.816259       | 77905.4           | 39.8778                 | 13.109623        | 90438.9           | 12.357008        | 1.196                    | 0.752615 |                     |                           | 0                  |                      |                      | 121321979235157964 | 1237661815488839723 |            | 506166031 | 0.002766              | 0.002845               | 0.003812               | 12.816259                 | 0.002766                        | 140748.0                   | 0.0                                | 0.3509             | 0.3567              | -0.3573               | 0.158614 |
| NLTT33282       | 13:13:09.08 | 198.28783333333334 | -07:42:15.2 | -7.704222222222223  | -0.163  | -0.196   | 15.04 | 2.15   | NLTT33283       | 13:13:09.60 | 198.29000000000002 | -07:42:07.8 | -7.702166666666667  | -0.159  | -0.19    | 15.6  | 2.4    | 10.0  | 198.28784905832 | -7.70422622185  | 5.815E-4   | 3.439E-4   | 107.82    | 3628318900565662464 | 198.28712316829 | 0.0259   | -7.70511877139  | 0.0181    | 4.1826   | 0.0311         | 134.3113            | 257.926 | -161.851 | 0.035      | -200.824 | 0.023       | 446                       | 3.057              | 539.7               | 0.079                    | 1.926                        | 31                        |              |                    | 16                      | 1.104  | false             | 21299.6          | 4.85501                | 14.866436       | 7512.32           | 10.521                  | 15.649107        | 19895.5           | 14.001011        | 1.287                    | 1.648096 |                     |                           | 0                  |                      |                      | 98751982874284761  |                     | 107320185  | 412116093 | 0.002766              | 0.003178               | 0.003822               | 14.866436                 | 0.002766                        | 21299.6                    | -0.002                             | 0.5635             | 0.3726              | -0.3051               | 0.057917 |
| PMI13133-4153N  | 13:13:20.50 | 198.33541666666667 | -41:53:14.0 | -41.88722222222222  | -0.145  | -0.044   | 13.65 | 2.07   | PMI13133-4153S  | 13:13:21.15 | 198.338125         | -41:53:29.2 | -41.891444444444446 | -0.145  | -0.044   | 18.22 | 3.52   | 16.8  | 198.33542971446 | -41.88725129927 | 2.36E-4    | 1.889E-4   | 101.1     | 6137513527321651456 | 198.33463989669 | 0.0125   | -41.88741020996 | 0.0099    | 6.0882   | 0.0138         | 440.3638            | 137.045 | -132.298 | 0.014      | -35.755  | 0.012       | 250                       | -1.9544            | 209.55              | 0.0                      | 1.284E-15                    | 31                        |              |                    | 17                      | 0.912  | false             | 100507.0         | 15.8879                | 13.18188        | 43342.0           | 34.8577                 | 13.746269        | 81654.7           | 12.467943        | 1.244                    | 1.278326 | -93.33              | 3.73                      | 3                  | 4000.0               | 3.0                  |                    |                     | 95586962   |           | 0.002761              | 0.002924               | 0.003828               | 13.18188                  | 0.002761                        | 100507.0                   | -0.001                             | 0.2345             | 0.1909              | -0.0844               | 0.110364 |
| PMI13167+0810E  | 13:16:47.28 | 199.197            | +08:10:27.4 | 8.174277777777778   | 0.189   | -0.146   | 11.16 | 1.66   | PMI13167+0810W  | 13:16:45.12 | 199.188            | +08:10:21.5 | 8.172638888888889   | 0.186   | -0.13    | 18.47 | 4.08   | 32.7  | 199.19701670111 | 8.17427972842   | 4.596E-4   | 2.045E-4   | 114.49    | 3731530194503328128 | 199.19787679228 | 0.0181   | 8.17364596729   | 0.0138    | 11.9774  | 0.0209         | 572.2477            | 238.799 | 191.551  | 0.027      | -142.594 | 0.017       | 364                       | 5.8416             | 1154.91             | 0.129                    | 21.28                        | 31                        |              |                    | 16                      | 1.225  | true              | 848470.0         | 161.08                 | 10.865775       | 402025.0          | 190.038                 | 11.32791         | 637307.0          | 10.237023        | 1.225                    | 1.090887 | 78.17               | 0.38                      | 4                  | 5500.0               | 4.5                  |                    | 1237661972802306145 |            | 491172841 | 0.002763              | 0.002837               | 0.003798               | 10.865775                 | 0.002763                        | 848470.0                   | -0.001                             | 0.4267             | 0.2663              | -0.5622               | 0.059926 |
| PMI13372-4244E  | 13:37:14.25 | 204.30937500000002 | -42:44:54.8 | -42.748555555555555 | 0.129   | -0.104   | 17.35 | 2.51   | PMI13372-4244W  | 13:37:13.54 | 204.30641666666668 | -42:44:54.4 | -42.748444444444445 | 0.129   | -0.104   | 19.43 | 3.31   | 7.8   | 204.30935987951 | -42.74855647972 | 0.0013128  | 0.0011102  | 133.0     | 6111802371323374720 | 204.3097370794  | 0.0609   | -42.74898932453 | 0.0631    | 2.1356   | 0.0757         | 28.2203             | 115.624 | 62.323   | 0.075      | -97.39   | 0.073       | 214                       | 1.4989             | 251.2               | 0.137                    | 0.7571                       | 31                        |              |                    | 15                      | 1.073  | false             | 3998.56          | 2.9467                 | 16.682608       | 1448.83           | 8.66768                 | 17.436           | 3642.48           | 15.844402        | 1.273                    | 1.591599 |                     |                           | 0                  |                      |                      |                    |                     |            |           | 0.002869              | 0.007069               | 0.005423               | 16.682608                 | 0.002869                        | 3998.56                    | -0.008                             | 1.2227             | 1.2086              | -0.1656               | 0.040111 |
| PMI14055+0244S  | 14:05:30.97 | 211.3790416666667  | +02:44:23.4 | 2.7398333333333333  | -0.055  | -0.131   | 15.45 | 2.04   | PMI14055+0244N  | 14:05:31.65 | 211.38187499999998 | +02:44:35.1 | 2.7430833333333333  | -0.055  | -0.131   | 20.6  | 4.1    | 15.5  | 211.37905899252 | 2.73987008811   | 7.874E-4   | 4.512E-4   | 86.72     | 3667467080791872512 | 211.37880057526 | 0.0339   | 2.73924127328   | 0.0235    | 2.4524   | 0.0349         | 70.3536             | 152.94  | -58.077  | 0.049      | -141.483 | 0.028       | 193                       | 0.7126             | 207.61              | 0.065                    | 0.6557                       | 31                        |              |                    | 14                      | 1.035  | false             | 16442.0          | 5.69905                | 15.147483       | 6790.15           | 16.5757                 | 15.758843        | 13796.6           | 14.398464        | 1.252                    | 1.360379 |                     |                           | 0                  |                      |                      | 111282113788507664 | 1237651754560913452 |            | 464136945 | 0.002781              | 0.003848               | 0.004134               | 15.147483                 | 0.002781                        | 16442.0                    | -0.002                             | 0.7866             | 0.4528              | 0.0669                | 0.146251 |
| PMI14124+0517S  | 14:12:28.75 | 213.11979166666669 | +05:17:28.5 | 5.29125             | -0.053  | -0.172   | 13.29 | 1.39   | PMI14124+0517N  | 14:12:28.04 | 213.11683333333332 | +05:17:40.1 | 5.294472222222222   | -0.053  | -0.172   | 19.57 | 3.78   | 15.7  | 213.11977500657 | 5.29125570079   | 2.804E-4   | 2.233E-4   | 96.66     | 3671273658766868608 | 213.1194787366  | 0.0146   | 5.29045108339   | 0.0124    | 3.5371   | 0.0165         | 214.9235            | 192.824 | -66.377  | 0.018      | -181.039 | 0.014       | 161                       | -0.0517            | 166.78              | 0.0                      | 0.0                          | 31                        |              |                    | 13                      | 0.995  | false             | 107511.0         | 26.4077                | 13.108735       | 54877.5           | 69.9915                 | 13.490057        | 75088.2           | 12.558967        | 1.209                    | 0.93109  |                     |                           | 0                  |                      |                      |                    | 1237651823781871635 |            | 477156139 | 0.002768              | 0.003115               | 0.003858               | 13.108735                 | 0.002768                        | 107511.0                   | -0.002                             | 0.2797             | 0.2242              | -0.0528               | 0.063149 |
| PMI14136-3634E  | 14:13:41.61 | 213.423375         | -36:34:39.2 | -36.577555555555556 | -0.03   | -0.166   | 15.27 | 2.12   | PMI14136-3634W  | 14:13:40.94 | 213.42058333333335 | -36:34:43.6 | -36.57877777777778  | -0.03   | -0.166   | 17.91 | 2.68   | 9.1   | 213.42339617386 | -36.57755367625 | 4.774E-4   | 4.286E-4   | 107.89    | 6118076463842429056 | 213.42313839554 | 0.0241   | -36.57842369886 | 0.0208    | 3.4205   | 0.0256         | 133.8415            | 201.22  | -46.577  | 0.029      | -195.755 | 0.027       | 182                       | 0.6904             | 193.62              | 0.0                      | 0.0                          | 31                        |              |                    | 13                      | 1.035  | false             | 22183.1          | 6.49718                | 14.822312       | 9190.71           | 21.947                  | 15.430169        | 18568.9           | 14.075929        | 1.251                    | 1.35424  |                     |                           | 0                  |                      |                      |                    |                     | 100022492  |           | 0.002774              | 0.003809               | 0.003908               | 14.822312                 | 0.002774                        | 22183.1                    | -0.002                             | 0.473              | 0.4335              | -0.063                | 0.061586 |
| PMI14475+1134   | 14:47:35.80 | 221.89916666666664 | +11:34:13.7 | 11.570472222222222  | -0.049  | -0.172   | 13.05 | 1.67   | PMI14476+1134   | 14:47:36.16 | 221.90066666666667 | +11:34:36.3 | 11.57675            | -0.049  | -0.172   | 20.37 | 3.25   | 23.1  | 221.8991774762  | 11.57049499622  | 2.47E-4    | 1.938E-4   | 83.79     | 1175399061331644544 | 221.89898635455 | 0.0115   | 11.56969869554  | 0.0104    | 4.2816   | 0.0137         | 313.4156            | 184.053 | -42.128  | 0.015      | -179.166 | 0.012       | 221                       | 0.656              | 340.42              | 0.058                    | 4.028                        | 31                        |              |                    | 15                      | 1.03   | false             | 167855.0         | 39.4198                | 12.625029       | 84995.0           | 55.3604                 | 13.015059        | 118688.0          | 12.061879        | 1.213                    | 0.953179 | 95.24               | 4.98                      | 9                  | 5500.0               | 4.5                  | 121882218990684510 | 1237662636367544422 |            | 508176746 | 0.002767              | 0.002878               | 0.00381                | 12.625029                 | 0.002767                        | 167855.0                   | 0.001                              | 0.2465             | 0.1945              | 0.0527                | 0.090417 |
| PMI15413+1349N  | 15:41:19.36 | 235.33066666666664 | +13:49:28.5 | 13.824583333333333  | -0.19   | -0.529   | 14.73 | 2.63   | PMI15413+1349S  | 15:41:19.36 | 235.33066666666664 | +13:49:23.6 | 13.823222222222222  | -0.19   | -0.529   | 16.76 | 3.19   | 4.0   | 235.33073222214 | 13.82464206625  | 3.55E-4    | 3.337E-4   | 73.61     | 1194062828832774912 | 235.32984538049 | 0.016    | 13.82225950689  | 0.015     | 9.855    | 0.0189         | 520.1263            | 570.018 | -193.759 | 0.022      | -536.076 | 0.021       | 279                       | 1.0228             | 286.28              | 0.0                      | 4.856E-15                    | 31                        |              |                    | 18                      | 1.043  | false             | 33757.9          | 9.63052                | 14.366427       | 9619.67           | 17.2985                 | 15.380641        | 35677.4           | 13.366914        | 1.342                    | 2.013727 |                     |                           | 0                  |                      |                      | 124582353300697934 | 1237668365312196684 |            | 520191535 | 0.002773              | 0.003405               | 0.003916               | 14.366427                 | 0.002773                        | 33757.9                    | 0.005                              | 0.3533             | 0.3355              | 0.0334                | 0.311804 |
| PMI16008+0146E  | 16:00:53.85 | 240.22437500000004 | +01:46:16.5 | 1.77125             | -0.155  | -0.132   | 13.25 | 1.98   | PMI16008+0146W  | 16:00:53.48 | 240.22283333333337 | +01:46:19.4 | 1.7720555555555555  | -0.155  | -0.132   | 17.91 | 3.53   | 6.2   | 240.22435809622 | 1.77123869934   | 2.924E-4   | 2.197E-4   | 88.62     | 4412485748774747136 | 240.22364455596 | 0.0149   | 1.77064690977   | 0.0117    | 6.5232   | 0.018          | 361.7208            | 208.518 | -160.469 | 0.018      | -133.152 | 0.014       | 235                       | -0.3182            | 406.21              | 0.074                    | 5.932                        | 31                        |              |                    | 17                      | 0.984  | false             | 128158.0         | 33.4168                | 12.918002       | 55769.8           | 36.1419                 | 13.472545        | 103347.0          | 12.212147        | 1.242                    | 1.260398 | 46.79               | 1.63                      | 13                 | 5500.0               | 4.5                  |                    | 1237651736857018677 |            | 459152263 | 0.00277               | 0.002878               | 0.003835               | 12.918002                 | 0.00277                         | 128158.0                   | -0.001                             | 0.2924             | 0.2198              | 0.0139                | 0.073176 |
| PMI16519-4806N  | 16:51:58.19 | 252.9924583333333  | -48:06:13.7 | -48.10380555555555  | -0.15   | -0.109   | 15.02 | 1.93   | PMI16519-4806S  | 16:51:57.91 | 252.99129166666668 | -48:06:19.2 | -48.105333333333334 | -0.15   | -0.109   | 17.31 | 3.09   | 6.2   | 252.99250404563 | -48.10382614323 | 5.224E-4   | 4.605E-4   | 88.84     | 5939345866619922176 | 252.99145528939 | 0.0226   | -48.10421094378 | 0.017     | 3.3315   | 0.026          | 128.2231            | 179.795 | -157.577 | 0.032      | -86.579  | 0.028       | 334                       | -0.104             | 332.28              | 0.0                      | 0.0                          | 31                        |              |                    | 20                      | 0.995  | false             | 19353.6          | 5.40158                | 14.970462       | 7617.45           | 9.81852                 | 15.634018        | 16935.8           | 14.175882        | 1.269                    | 1.458136 |                     |                           | 0                  |                      |                      |                    |                     | 345332145  |           | 0.002772              | 0.003121               | 0.003868               | 14.970462                 | 0.002772                        | 19353.6                    | 0.003                              | 0.5223             | 0.4605              | 0.0051                | 0.132551 |
