PriID,PriRA,PriRAdeg,PriDec,PriDecdeg,PripmRA,PripmDEC,PriV,PriV-J,SecID,SecRA,SecRAdeg,SecDec,SecDecdeg,SecpmRA,SecpmDEC,SecV,SecV-J,Sep,GPRI_ra_epoch2000,GPRI_dec_epoch2000,GPRI_errHalfMaj,GPRI_errHalfMin,GPRI_errPosAng,GPRI_source_id,GPRI_ra,GPRI_ra_error,GPRI_dec,GPRI_dec_error,GPRI_parallax,GPRI_parallax_error,GPRI_pmra,GPRI_pmra_error,GPRI_pmdec,GPRI_pmdec_error,GPRI_duplicated_source,GPRI_phot_g_mean_flux,GPRI_phot_g_mean_flux_error,GPRI_phot_g_mean_mag,GPRI_phot_bp_mean_flux,GPRI_phot_bp_mean_flux_error,GPRI_phot_bp_mean_mag,GPRI_phot_rp_mean_flux,GPRI_phot_rp_mean_flux_error,GPRI_phot_rp_mean_mag,GPRI_bp_rp,GPRI_radial_velocity,GPRI_radial_velocity_error,GPRI_rv_nb_transits,GPRI_teff_val,GPRI_a_g_val,GPRI_e_bp_min_rp_val,GPRI_radius_val,GPRI_lum_val,angDist,PM_Pri_RA_error,PM_Pri_DEC_error,PM_Sec_RA_error,PM_Sec_DEC_error
NLTT27188,22:26.4,170.6101667,-27:13:35.2,-27.22644444,-0.32,0.063,13.32,1.93,NLTT27182,22:23.6,170.5983333,-27:13:45.0,-27.22916667,-0.302,0.066,14.94,2.42,39.1,170.6102575,-27.2265879,0.001,0.001,90,3.53161E+18,170.60873,0.0263,-27.22635347,0.0205,3.5881,0.0387,-315.471,0.053,54.451,0.046,FALSE,205303,54.9028,12.407377,113320,187.214,12.715622,135455,123.124,11.932436,0.783186,108.46,6.08,11,6071.84,0.017,0.008,0.71,0.621,0.592666,-4.529,8.549,,
PMI11263+2047Ee,26:21.6,171.5897917,+20:47:22.7,20.78963889,0.118,-0.193,13.34,2.18,PMI11263+2047Ew,26:20.4,171.584875,+20:47:15.0,20.7875,0.118,-0.193,17.37,3.61,18.2,171.5898315,20.7896337,0.001,0.001,90,3.97879E+18,171.5903116,0.0319,20.78876395,0.0211,8.1765,0.0309,104.23,0.059,-202.006,0.039,FALSE,119073,72.6176,12.998832,45287.9,57.1052,13.711433,106566,161.68,12.192872,1.518561,,,0,4436.79,0.059,0.066,0.52,0.093,0.135507,13.77,9.006,,
PMI11330+1318N,33:02.9,173.2619167,+13:18:33.2,13.30922222,-0.237,-0.01,9.41,1.13,PMI11330+1318S,33:03.9,173.2664583,+13:18:17.1,13.30475,-0.227,0.008,15.98,3.19,22.7,173.2618904,13.30922158,0.001,0.001,90,3.91795E+18,173.2608259,0.0446,13.30917432,0.0348,10.8254,0.0529,-240.611,0.085,-10.977,0.071,FALSE,3574210,911.413,9.305416,1901120,2230.75,9.653866,2347010,4324.91,8.835634,0.818232,35.45,0.82,2,5737.33,0.208,0.0985,1.11,1.208,0.091959,3.611,0.977,,
PMI11392-4118N,39:12.2,174.8009583,-41:18:15.1,-41.30419444,-0.206,0.22,12.78,2.43,PMI11392-4118S,39:12.3,174.80125,-41:18:26.2,-41.30727778,-0.206,0.22,14.81,3.03,11.1,174.8009577,-41.30423448,0.001,0,90,5.38409E+18,174.7998424,0.023,-41.30363064,0.0138,13.7716,0.0281,-194.588,0.042,140.248,0.032,TRUE,183052,34.3747,12.531931,55935.1,77.7966,13.482177,187467,138.072,11.579607,1.90257,-10.14,2.13,7,4054.36,0.224,0.114,0.5,0.062,0.144141,-11.412,79.752,,
PMI11584-4155E,58:28.0,179.616625,-41:55:19.3,-41.92202778,-0.769,-0.266,9,1.67,PMI11584-4155W,58:26.5,179.61025,-41:55:03.4,-41.91761111,-0.766,-0.274,15.06,3.28,23.3,179.6167166,-41.92200912,0.001,0.001,90,5.38031E+18,179.6122603,0.0329,-41.92315733,0.0233,30.5346,0.0412,-770.102,0.057,-266.661,0.041,FALSE,6470650,1396.42,8.660996,3111540,2803.06,9.11895,4716750,6700.02,8.077813,1.041137,160.16,0.19,7,5170.3,0.1097,0.0587,0.67,0.293,0.254314,1.102,0.661,,
PMI12170+0742E,17:05.8,184.274,+07:42:30.3,7.708416667,0.034,-0.158,15.25,1.7,PMI12170+0742W,17:05.0,184.27075,+07:42:31.1,7.708638889,0.034,-0.158,18.4,2.98,11.6,184.2739612,7.708391113,0.001,0.001,90,3.9017E+18,184.2741054,0.0376,7.707699699,0.0252,1.9883,0.0453,33.19,0.089,-160.587,0.056,FALSE,21243.8,11.3044,14.870283,10500.1,19.5153,15.298401,15743,35.8134,14.269201,1.0292,,,0,5217.08,0.082,0.0407,0.58,0.225,0.166177,0.81,2.587,,
PMI12237+0625,23:43.5,185.9311667,+06:25:10.3,6.419527778,-0.173,-0.021,14.06,2.2,PMI12237+0624,23:44.0,185.9335,+06:24:48.4,6.413444444,-0.173,-0.021,18.52,3.89,23.4,185.9311331,6.419529317,0.001,0,90,3.90058E+18,185.9303829,0.025,6.419398167,0.0154,5.0135,0.0299,-173.151,0.056,-30.461,0.032,FALSE,76436.5,24.5581,13.480114,32511.8,34.7115,14.071286,63402,44.3343,12.756663,1.314623,,,0,4815.48,0.1503,0.081,0.54,0.139,0.120083,0.151,9.461,,
PMI12277+1334,27:43.8,186.9324167,+13:34:16.2,13.57116667,0.082,-0.248,16.12,2.34,PMI12277+1336,27:46.6,186.94425,+13:36:37.0,13.61027778,0.077,-0.269,18.29,2.8,146.7,186.9323938,13.57118918,0.002,0.001,90,3.93279E+18,186.9327176,0.0411,13.5700422,0.0286,2.591,0.0485,73.108,0.109,-266.396,0.062,FALSE,11495.9,6.46598,15.537009,4588.89,16.4654,16.197119,10106.5,11.8984,14.750415,1.446704,,,0,4463.02,0.0533,0.038,,,0.113969,8.892,18.396,,
PMI12283+1222S,28:18.3,187.0761667,+12:22:36.4,12.37677778,-0.184,-0.127,12.67,1.27,PMI12283+1222N,28:18.8,187.078125,+12:22:50.7,12.38075,-0.16,-0.112,19.23,3.21,15.8,187.0762334,12.37679934,0.001,0.001,90,3.90788E+18,187.0754168,0.0392,12.37628698,0.0281,3.0471,0.0477,-185.271,0.093,-119,0.055,FALSE,209568,56.1635,12.385055,119919,185.691,12.654172,133931,111.287,11.944717,0.709455,59.65,1.57,11,6117,0.0425,0.0158,0.83,0.878,0.247303,1.271,-8,,
PMI12440+0625E,44:02.6,191.0107083,+06:25:46.9,6.429694444,0.065,-0.135,13.16,1.27,PMI12440+0625We,44:00.6,191.0024167,+06:25:48.3,6.430083333,0.065,-0.135,19.68,3.55,29.7,191.0108148,6.429664943,0.002,0.001,90,3.70921E+18,191.0110509,0.032,6.429046933,0.0214,2.0611,0.0403,54.492,0.098,-143.538,0.038,TRUE,139575,23.8812,12.826345,80882.1,97.8248,13.081757,87898.2,47.5644,12.40197,0.679787,,,0,6405.88,0.0408,0.0218,0.92,1.272,0.395471,10.508,8.538,,
PMI12508+0757,50:48.8,192.7033333,+07:57:56.7,7.96575,0.047,-0.163,10.84,1.27,PMI12507+0758,50:47.1,192.6961667,+07:58:08.0,7.968888889,0.027,-0.151,18.14,3.89,28,192.7033454,7.965745841,0.002,0.001,90,3.70981E+18,192.7035492,0.0505,7.965038758,0.0379,6.1009,0.0727,46.884,0.125,-164.225,0.073,TRUE,1116640,303.364,10.568581,608693,437.528,10.890392,733018,453.83,10.099133,0.79126,32.54,0.4,14,6187.21,0.056,0.029,0.94,1.165,0.045581,0.116,1.225,,
PMI13116+1106,11:41.8,197.9242083,+11:06:24.8,11.10688889,-0.102,-0.122,12.89,1.06,PMI13116+1105,11:32.3,197.8845833,+11:05:40.7,11.09463889,-0.106,-0.114,17.83,2.8,146.8,197.9242458,11.10691344,0.001,0.001,90,3.73599E+18,197.9236934,0.0245,11.10625247,0.0201,2.7329,0.0313,-125.914,0.065,-153.516,0.043,TRUE,138949,24.3679,12.831224,77882.5,58.9275,13.122788,90751.8,50.7449,12.367283,0.755506,,,0,6048.37,0.0397,0.018,0.78,0.725,0.159255,23.914,31.516,,
NLTT33282,13:09.1,198.2878333,-07:42:15.2,-7.704222222,-0.163,-0.196,15.04,2.15,NLTT33283,13:09.6,198.29,-07:42:07.8,-7.702166667,-0.159,-0.19,15.6,2.4,10,198.287849,-7.70422513,0.001,0.001,90,3.62832E+18,198.2871459,0.0414,-7.705090885,0.0257,4.1984,0.0461,-161.83,0.078,-201.078,0.048,FALSE,20986.9,9.64712,14.883497,7459.93,13.5125,15.669552,19876.3,23.6588,14.016084,1.653468,,,0,4123,0.112,0.1013,0.53,0.073,0.056745,-1.17,5.078,,
PMI13133-4153N,13:20.5,198.3354167,-41:53:14.0,-41.88722222,-0.145,-0.044,13.65,2.07,PMI13133-4153S,13:21.1,198.338125,-41:53:29.2,-41.89144444,-0.145,-0.044,18.22,3.52,16.8,198.3354296,-41.88725124,0.001,0.001,90,6.13751E+18,198.3346646,0.0228,-41.88740523,0.0163,6.115,0.0224,-132.287,0.041,-35.766,0.034,FALSE,99437.6,33.0517,13.19449,42807,57.7718,13.7726,81638.4,133.27,12.482183,1.290417,-93.33,3.73,3,4968.94,0.0673,0.059,,,0.110076,-12.713,-8.234,,
PMI13167+0810E,16:47.3,199.197,+08:10:27.4,8.174277778,0.189,-0.146,11.16,1.66,PMI13167+0810W,16:45.1,199.188,+08:10:21.5,8.172638889,0.186,-0.13,18.47,4.08,32.7,199.1970158,8.174280445,0.002,0.001,90,3.73153E+18,199.1978499,0.0718,8.173665772,0.0327,12.0152,0.0691,191.752,0.154,-142.763,0.062,TRUE,855378,1049.61,10.85797,397693,550.063,11.352519,639389,628.144,10.247507,1.105012,78.17,0.38,4,5001.05,0.082,0.0415,0.68,0.258,0.0571,-2.752,-3.237,,
PMI13372-4244E,37:14.3,204.309375,-42:44:54.8,-42.74855556,0.129,-0.104,17.35,2.51,PMI13372-4244W,37:13.5,204.3064167,-42:44:54.4,-42.74844444,0.129,-0.104,19.43,3.31,7.8,204.3093618,-42.74856137,0.009,0.005,0,6.1118E+18,204.3097253,0.0909,-42.74897582,0.1278,2.1596,0.1133,61.997,0.305,-96.261,0.608,FALSE,3934.75,3.57169,16.701073,1449.85,9.54816,17.448078,3656.52,16.5827,15.85425,1.593828,,,0,4263.03,0.224,0.12,,,0.040719,67.003,-7.739,,
PMI14055+0244S,05:31.0,211.3790417,+02:44:23.4,2.739833333,-0.055,-0.131,15.45,2.04,PMI14055+0244N,05:31.7,211.381875,+02:44:35.1,2.743083333,-0.055,-0.131,20.6,4.1,15.5,211.3790589,2.739869814,0.002,0.001,90,3.66747E+18,211.3788086,0.0559,2.739260929,0.0336,2.4531,0.0501,-58.058,0.115,-141.418,0.065,FALSE,16224.2,8.8251,15.162954,6684.32,13.1695,15.788745,13790.4,36.9303,14.412976,1.375769,,,0,4809.45,0.0283,0.026,0.51,0.123,0.145221,3.058,10.418,,
PMI14124+0517S,12:28.8,213.1197917,+05:17:28.5,5.29125,-0.053,-0.172,13.29,1.39,PMI14124+0517N,12:28.0,213.1168333,+05:17:40.1,5.294472222,-0.053,-0.172,19.57,3.78,15.7,213.1197751,5.291256156,0.001,0.001,0,3.67127E+18,213.119488,0.0381,5.29047624,0.0316,3.3853,0.057,-66.403,0.065,-181.142,0.07,FALSE,106391,53.7088,13.121107,54193.7,92.5753,13.516516,75388.5,82.6503,12.568657,0.947859,,,0,5325.25,0.033,0.015,0.73,0.383,0.063219,13.403,9.142,,
PMI14136-3634E,13:41.6,213.423375,-36:34:39.2,-36.57755556,-0.03,-0.166,15.27,2.12,PMI14136-3634W,13:40.9,213.4205833,-36:34:43.6,-36.57877778,-0.03,-0.166,17.91,2.68,9.1,213.4233957,-36.5775533,0.001,0.001,90,6.11808E+18,213.4231465,0.0353,-36.57839649,0.0268,3.4064,0.0347,-46.478,0.095,-195.839,0.062,FALSE,21907.8,8.9381,14.836871,9073.52,33.1467,15.456948,18584.8,20.0882,14.089024,1.367925,,,0,4705.45,0.144,0.104,,,0.060251,16.478,29.839,,
PMI14475+1134,47:35.8,221.8991667,+11:34:13.7,11.57047222,-0.049,-0.172,13.05,1.67,PMI14476+1134,47:36.2,221.9006667,+11:34:36.3,11.57675,-0.049,-0.172,20.37,3.25,23.1,221.8991779,11.57049511,0.001,0.001,0,1.1754E+18,221.8989923,0.0331,11.56972359,0.0366,4.2306,0.0425,-42.224,0.077,-179.19,0.092,FALSE,166867,40.906,12.632439,84368.6,100.329,13.035936,119163,96.8169,12.071565,0.964372,95.24,4.98,9,5360,0.033,0.015,0.72,0.383,0.091369,-6.776,7.19,,
PMI15413+1349N,41:19.4,235.3306667,+13:49:28.5,13.82458333,-0.19,-0.529,14.73,2.63,PMI15413+1349S,41:19.4,235.3306667,+13:49:23.6,13.82322222,-0.19,-0.529,16.76,3.19,4,235.3307319,13.82464215,0.001,0.001,0,1.19406E+18,235.3298731,0.0255,13.82233399,0.0213,9.785,0.0316,-193.695,0.052,-536.09,0.054,FALSE,33245.1,11.8886,14.384045,9522.45,28.9511,15.404516,35456.1,66.2606,13.387692,2.016824,,,0,4070.37,0.091,0.054,,,0.311294,3.695,7.09,,
PMI16008+0146E,00:53.9,240.224375,+01:46:16.5,1.77125,-0.155,-0.132,13.25,1.98,PMI16008+0146W,00:53.5,240.2228333,+01:46:19.4,1.772055556,-0.155,-0.132,17.91,3.53,6.2,240.2243581,1.771238432,0.001,0.001,90,4.41249E+18,240.2236668,0.0263,1.770665427,0.0201,6.4606,0.0349,-160.467,0.057,-133.084,0.051,FALSE,126959,48.1828,12.929204,55078.3,46.5223,13.498938,103674,100.138,12.222742,1.276196,46.79,1.63,13,4962.09,0.1093,0.052,,,0.073773,5.467,1.084,,
PMI16519-4806N,51:58.2,252.9924583,-48:06:13.7,-48.10380556,-0.15,-0.109,15.02,1.93,PMI16519-4806S,51:57.9,252.9912917,-48:06:19.2,-48.10533333,-0.15,-0.109,17.31,3.09,6.2,252.9925039,-48.10382615,0.001,0.001,90,5.93935E+18,252.9914881,0.0341,-48.1041989,0.0307,3.2968,0.0363,-157.547,0.065,-86.572,0.052,FALSE,19138.4,7.17653,14.983604,7508.43,15.185,15.662515,16978.8,15.8161,14.187154,1.475361,,,0,4599.61,0.069,0.052,,,0.132217,7.547,-22.428,,
PMI17135+1909,13:30.4,258.3765,+19:09:57.2,19.16588889,-0.116,-0.153,10.94,1.35,PMI17134+1910,13:29.7,258.3739167,+19:10:10.0,19.16944444,-0.124,-0.133,15.8,3.08,15.5,258.3764717,19.16590064,0.001,0,0,4.56061E+18,258.3759628,0.0137,19.16523292,0.0178,9.2088,0.0248,-111.636,0.027,-155.082,0.035,FALSE,853590,187.623,10.860243,419051,305.669,11.29572,616174,347.471,10.287663,1.008058,2.13,0.33,26,5094.53,0.1503,0.0767,0.84,0.431,0.105105,-4.364,2.082,,
PMI19207+0506S,20:46.7,290.19475,+05:06:26.5,5.107361111,-0.06,-0.149,11.45,1.34,PMI19207+0506N,20:46.1,290.192,+05:06:38.5,5.110694444,-0.058,-0.14,17.42,2.96,15.4,290.1947428,5.10734019,0.002,0.001,90,4.2929E+18,290.1944835,0.0449,5.106687871,0.0394,4.9616,0.0514,-59.994,0.11,-151.506,0.091,FALSE,639551,557.828,11.173678,345491,625.949,11.505296,423466,416.472,10.694874,0.810422,29.34,1.13,3,5789,0.1167,0.061,1.01,1.025,0.079577,-0.006,2.506,,
PMI19420+2014S,42:00.9,295.5035833,+20:14:05.0,20.23472222,-0.096,-0.125,15.83,2.12,PMI19420+2014N,42:00.9,295.5036667,+20:14:10.3,20.23619444,-0.096,-0.125,16.11,2.98,5.3,295.5035395,20.23479387,0.001,0.001,0,1.82571E+18,295.5029883,0.027,20.23447623,0.0338,3.5244,0.0481,-120.129,0.056,-73.775,0.068,FALSE,8139.06,3.79329,15.91193,2487.38,9.94064,16.862036,8500.19,15.9301,14.938348,1.923688,,,0,3900,0.0233,0.0135,,,0.297331,24.129,-51.225,,
PMI20072-3519E,07:13.5,301.8062917,-35:19:50.0,-35.33055556,-0.028,-0.187,15.73,1.78,PMI20072-3519W,07:13.2,301.805,-35:19:52.8,-35.33133333,-0.028,-0.187,16.22,3.02,4.6,301.8063114,-35.33054858,0.002,0.002,90,6.69781E+18,301.8061833,0.0749,-35.33127182,0.0591,6.9742,0.101,-24.268,0.148,-167.979,0.106,FALSE,3400.61,3.1277,16.859474,599.501,11.3181,18.406914,4495.87,11.1737,15.629885,2.777029,,,0,4038.51,0.103,0.0597,,,0.063048,-3.732,-19.021,,
PMI20343+1151,34:22.7,308.5946667,+11:51:59.5,11.86652778,-0.144,-0.203,12.49,1.87,PMI20343+1152,34:22.6,308.594,+11:52:03.3,11.86758333,-0.144,-0.203,15.53,3,4.4,308.5946582,11.86653737,0.001,0.001,90,1.75545E+18,308.5940256,0.0257,11.86564305,0.028,6.4827,0.0354,-143.798,0.051,-207.713,0.049,FALSE,289586,48.794,12.033921,134533,141.862,12.529313,221567,120.589,11.398157,1.131156,14.27,1.06,6,4992.82,0.1685,0.0897,0.73,0.301,0.045559,-0.202,4.713,,
NLTT49474,34:31.5,308.6311667,-22:19:24.3,-22.32341667,0.143,-0.108,11.12,1.24,NLTT49477,34:33.5,308.6395417,-22:17:59.7,-22.29991667,0.155,-0.119,18.19,3.4,89.1,308.6311805,-22.32344907,0.001,0.001,90,6.85577E+18,308.6318608,0.0335,-22.3239261,0.0208,5.7147,0.0399,146.179,0.068,-110.794,0.044,FALSE,836818,315.937,10.881788,455507,392.685,11.205151,549699,262.922,10.411608,0.793543,-56.83,0.52,8,6005,0.0743,0.045,0.92,1.001,0.125387,-3.179,2.794,,
PMI20487+1406,48:42.1,312.1753333,+14:06:59.1,14.11641667,0.11,-0.051,14.89,1.72,PMI20487+1407,48:42.8,312.17825,+14:07:01.3,14.11702778,0.11,-0.051,19.37,3.34,10.3,312.1753185,14.1164292,0.001,0.001,90,1.76144E+18,312.1757192,0.029,14.11622134,0.0319,3.7965,0.0361,90.241,0.059,-48.277,0.046,FALSE,19328.6,3.83803,14.972867,7501.79,18.7732,15.663476,17302.9,11.2996,14.166621,1.496855,,,0,4464,0.2745,0.142,,,0.068633,19.759,-2.723,,
PMI21175-4142E,17:32.3,319.3845417,-41:42:17.3,-41.70480556,0.013,-0.157,13.89,1.74,PMI21175-4142W,17:31.4,319.3809167,-41:42:21.2,-41.70588889,0.013,-0.157,17.64,2.84,10.5,319.3845252,-41.70478119,0.001,0.001,90,6.58056E+18,319.3845519,0.0178,-41.70533812,0.0173,2.0481,0.0269,4.63,0.035,-129.353,0.034,FALSE,80775,18.0465,13.420173,40791.1,42.4963,13.824975,57782.1,42.3003,12.857437,0.967538,,,0,5366,0.3142,0.1497,1.03,0.79,0.09824,8.37,-27.647,,
PMI21536+0010S,53:40.0,328.4164583,+00:10:20.8,0.172444444,-0.061,-0.158,14.35,2.12,PMI21536+0010N,53:40.0,328.4165833,+00:10:37.2,0.177,-0.061,-0.158,19.87,3.66,16.4,328.4164696,0.172454238,0.003,0.003,90,2.68102E+18,328.4162311,0.1762,0.171732118,0.096,3.3071,0.2021,-55.386,0.189,-167.718,0.175,FALSE,59461,20.2966,13.752785,27341.1,42.4049,14.259348,46863.9,67.1328,13.084825,1.174523,,,0,4912.5,0.0977,0.0572,0.68,0.242,0.053683,-5.614,9.718,,
PMI22296+0620,29:41.1,337.421125,+06:20:02.8,6.334111111,0.116,-0.021,13.87,2.45,PMI22297+0620W,29:42.8,337.428125,+06:20:09.0,6.335833333,0.092,-0.026,18.8,3.5,25.9,337.4211377,6.334113305,0.001,0.001,0,2.70936E+18,337.4216318,0.0247,6.333945681,0.0249,4.5833,0.0269,114.057,0.041,-38.932,0.042,FALSE,94216.3,32.5443,13.25305,36574.8,68.3037,13.943434,83596.5,65.3928,12.45645,1.486984,,,0,4476.63,0.783,0.369,0.8,0.23,0.045978,1.943,17.932,,
PMI22487-5613W,48:44.3,342.1847083,-56:13:37.0,-56.22694444,0.145,-0.067,12.59,1.6,PMI22487-5613E,48:45.5,342.18975,-56:13:44.0,-56.22888889,0.145,-0.067,16.67,3.41,12.3,342.1846948,-56.22693974,0.001,0.001,0,6.50577E+18,342.185388,0.0171,-56.22714136,0.0206,5.7008,0.0303,89.509,0.041,-46.826,0.042,FALSE,206019,30.2835,12.403599,94967.2,91.7938,12.907454,158104,113.816,11.764561,1.142893,-26.27,0.82,15,4968,0.008,0.003,0.71,0.278,0.031985,55.491,-20.174,,
PMI23033-5311,03:23.5,345.8477917,-53:11:23.1,-53.18975,0.148,-0.107,14.01,1.76,PMI23034-5311,03:25.8,345.8574583,-53:11:43.2,-53.19533333,0.153,-0.098,18.94,3.63,29,345.8477942,-53.1897521,0,0,0,6.50037E+18,345.848923,0.0096,-53.19015676,0.0125,2.1909,0.02,157.085,0.024,-93.984,0.024,FALSE,96982.3,17.7429,13.221635,54360.6,54.6727,13.513177,63229.3,43.1786,12.759625,0.753552,,,0,6426.5,0.026,0.013,0.71,0.782,0.009298,-9.085,-13.016,,
NLTT57827,44:27.9,356.1162083,-30:55:16.9,-30.92136111,0.19,-0.196,16.96,2.09,NLTT57823,44:24.9,356.10375,-30:55:26.2,-30.92394444,0.19,-0.201,18.17,2.77,39.5,356.1164288,-30.9214019,0.002,0.002,0,2.32727E+18,356.1173929,0.067,-30.92226891,0.0749,2.2434,0.0971,192.1,0.113,-201.368,0.132,FALSE,3947.12,4.21466,16.697666,1536.5,14.1746,17.38506,3510.69,14.7288,15.898439,1.48662,,,0,4476,0.1743,0.096,,,0.696427,-2.1,5.368,,
